instrument_key,symbol,sector,industry,basic_industry
INE026L01022,TILAK,Financial Services,Finance,Investment Company
INE130N01010,UNIJOLL,Financial Services,Finance,Investment Company
INE786K01023,WAGEND,Services,Commercial Services & Supplies,Diversified Commercial Services
INE927X01018,ELCIDIN,Financial Services,Finance,Investment Company
INE828I01019,MEDIAONE,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
INE160N01017,HEALINV,Financial Services,Finance,Investment Company
INE475V01012,SHRENTI,Services,Commercial Services & Supplies,Diversified Commercial Services
INE629D01020,BANSWRAS,Textiles,Textiles & Apparels,Other Textile Products
INE380D01012,MODWOOL,Services,Commercial Services & Supplies,Trading & Distributors
INE170C01019,MODIPON,Realty,Realty,"Residential, Commercial Projects"
INE204C01024,SHRIDINE,Textiles,Textiles & Apparels,Other Textile Products
INE647A01010,SRF,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
INE076B01028,SIYSIL,Textiles,Textiles & Apparels,Other Textile Products
INE243N01029,SWADPOL,Textiles,Textiles & Apparels,Other Textile Products
INE796C01011,SHRAJSYNQ,Textiles,Textiles & Apparels,Other Textile Products
INE632A01012,SHRMFGC,Textiles,Textiles & Apparels,Other Textile Products
INE07MC01015,ZSATYASL,Financial Services,Finance,Other Financial Services
INE464A01036,BBL,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INE579B01039,ELPROINTL,Realty,Realty,"Residential, Commercial Projects"
INE064H01021,GEE,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE835D01023,HIRECT,Capital Goods,Industrial Manufacturing,Industrial Products
INE567A01028,NIPPOBATRY,Fast Moving Consumer Goods,Household Products,Household Products
INE520A01027,ZENSARTECH,Information Technology,IT - Software,Computers - Software & Consulting
INE511D01012,JYOTI,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INE581L01018,JSLINDL,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE813G01023,KAYCEEI,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE716F01012,INDOKEM,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE795A01017,PANAENERG,Fast Moving Consumer Goods,Household Products,Household Products
INE045B01015,NELCO,Information Technology,IT - Hardware,Computers Hardware & Equipments
INE418E01018,PERMAGN,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE783E01023,HIGHENE,Fast Moving Consumer Goods,Household Products,Household Products
INE502C01039,STDBAT,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE279A01012,UNIVCABLES,Capital Goods,Industrial Products,Cables - Electricals
INE100D01014,WSI,Construction,Construction,Civil Construction
INE872E01016,DLTNCBL,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE284C01018,LAKSELEC,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE064R01012,MODULEX,Construction,Construction,Civil Construction
INE393A01011,DELTAMAGNT,Capital Goods,Industrial Products,Other Industrial Products
INE180M01033,LONGSPUR,Financial Services,Finance,Other Financial Services
INE206N01018,RELTD,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE507F01023,EMPOWER,Information Technology,IT - Software,Computers - Software & Consulting
INE017P01014,ZMULTIPU,Services,Commercial Services & Supplies,Diversified Commercial Services
INE07LK01010,RIDHISYN,Financial Services,Finance,Other Financial Services
INE927M01029,GRANDMA,Services,Commercial Services & Supplies,Trading & Distributors
INE0LKP01014,ARDIALL,Services,Commercial Services & Supplies,Diversified Commercial Services
INE459E01012,IDREAM,Information Technology,IT - Software,Computers - Software & Consulting
INE812K01027,NYSSACORP,Services,Commercial Services & Supplies,Trading & Distributors
INE952M01019,FLOMIC,Services,Transport Services,Logistics Solution Provider
INE537L01010,KRISHNA,Realty,Realty,"Residential, Commercial Projects"
INE932M01011,GANHOLD,Services,Commercial Services & Supplies,Diversified Commercial Services
INE312B01027,SJCORP,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
INE361D01012,UNIABEXAL,Capital Goods,Industrial Products,Iron & Steel Products
INE385C01021,SARDAEN,Metals & Mining,Ferrous Metals,Iron & Steel
INE106G01014,BGWTATO,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE089T01023,BOMBWIR,Capital Goods,Industrial Products,Iron & Steel Products
INE255C01026,GALADA,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE566M01017,AZADIND,Capital Goods,Industrial Products,Iron & Steel Products
INE323C01030,INDIANHUME,Construction,Construction,Civil Construction
INE359D01024,INLCM,Capital Goods,Industrial Products,Other Industrial Products
INE155E01016,INVPRECQ,Capital Goods,Industrial Products,Castings & Forgings
INE123E01014,INFORTEC,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
INE375D01012,KAIRA,Capital Goods,Industrial Products,Packaging
INE569C01020,ORIENTCER,Capital Goods,Industrial Products,Electrodes & Refractories
INE166R01015,NATIONSTD,Realty,Realty,"Residential, Commercial Projects"
INE336C01016,RATHIST,Capital Goods,Industrial Products,Iron & Steel Products
INE340F01011,DUNCANENG,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE149K01016,SANDUMA,Metals & Mining,Ferrous Metals,Iron & Steel
INE755D01015,STOVACQ,Capital Goods,Industrial Manufacturing,Industrial Products
INE149A01033,CHOLAHLDNG,Financial Services,Finance,Investment Company
INE380G01015,ZWELCAST,Capital Goods,Industrial Products,Other Industrial Products
INE187U01015,WMINIMT,Capital Goods,Industrial Products,Iron & Steel Products
INE449A01011,AUTOAXLES,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE446A01025,ATLASCYCLE,Consumer Durables,Consumer Durables,Cycles
INE0NY101012,AUTOPRD,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE451C01013,ACGL,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE878E01021,SETCO,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE187D01029,TALBROAUTO,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE116C01012,ZFSTEERING,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE294B01019,SMLMAH,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles
INE806C01018,TIL,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
INE066A01021,EICHERMOT,Automobile and Auto Components,Automobiles,2/3 Wheelers
INE280F01019,JAINEX,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE782D01027,ALFREDHE,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE232E01013,VELJAN,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE221B01012,DYNAMATECH,Capital Goods,Industrial Manufacturing,Industrial Products
INE631D01026,GGDPROP,Capital Goods,Industrial Manufacturing,Industrial Products
INE541A01023,GMMPFAUDLR,Capital Goods,Industrial Manufacturing,Industrial Products
INE811A01020,KIRLPNU,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
INE731D01024,KPT,Capital Goods,Industrial Manufacturing,Industrial Products
INE718M01022,LAKSHMIEW,Capital Goods,Industrial Manufacturing,Industrial Products
INE867A01022,MANUGRAPH,Capital Goods,Industrial Manufacturing,Industrial Products
INE098E01026,HARSHILAGR,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
INE811D01024,MONOT,Services,Commercial Services & Supplies,Diversified Commercial Services
INE317F01035,NESCO,Services,Commercial Services & Supplies,Diversified Commercial Services
INE984B01023,INTEGRAEN,Capital Goods,Industrial Manufacturing,Industrial Products
INE617A01013,SEMAC,Construction,Construction,Civil Construction
INE435C01024,TEXINFRA,Services,Commercial Services & Supplies,Diversified Commercial Services
INE274C01019,WENDT,Capital Goods,Industrial Products,Abrasives & Bearings
INE953M01033,PSITINFRA,Financial Services,Finance,Other Financial Services
INE809Q01020,GHVINFRA,Construction,Construction,Civil Construction
INE688D01026,RESPONIND,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing"
INE203N01015,SHYMINV,Financial Services,Finance,Other Financial Services
INE721U01011,ZHEMHOLD,Services,Commercial Services & Supplies,Diversified Commercial Services
INE272E01027,MAHACORP,Services,Commercial Services & Supplies,Trading & Distributors
INE966A01022,DOLATALGO,Financial Services,Capital Markets,Stockbroking & Allied
INE274F01020,WESTLIFE,Consumer Services,Leisure Services,Restaurants
INE256A01028,ZEEL,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
INE735U01011,ZKOVALIN,Services,Commercial Services & Supplies,Diversified Commercial Services
INE308E01029,SVPGLOB,Textiles,Textiles & Apparels,Other Textile Products
INE886E01016,MULTIIN,Services,Commercial Services & Supplies,Diversified Commercial Services
INE178E01026,SKYLMILAR,Realty,Realty,"Residential, Commercial Projects"
INE469A01019,BIMETAL,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE614R01014,TAPARIA,Capital Goods,Industrial Products,Iron & Steel Products
INE561C01019,BHARATGEAR,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE856A01017,BRADYM,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
INE501N01020,LATIMMETAL,Metals & Mining,Metals & Minerals Trading,Trading - Metals
INE205B01031,ELECON,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INE266D01021,GRAUWEIL,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
INE705G01021,HIMTEK,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE524A01029,GABRIEL,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE688E01024,HERCULES,Capital Goods,Industrial Manufacturing,Industrial Products
INE598D01035,ALGOQUANT,Financial Services,Capital Markets,Stockbroking & Allied
INE559A01017,IFBIND,Consumer Durables,Consumer Durables,Household Appliances
INE638A01035,SINGERIND,Consumer Durables,Consumer Durables,Household Appliances
INE403C01014,INTLCOMBQ,Capital Goods,Industrial Manufacturing,Industrial Products
INE529A01010,FMGOETZE,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE636D01041,JOSTS,Capital Goods,Industrial Manufacturing,Industrial Products
INE513A01022,SCHAEFFLER,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE860N01012,MPCOSEMB,Capital Goods,Industrial Manufacturing,Industrial Products
INE384A01010,RANEHOLDIN,Financial Services,Finance,Holding Company
INE775R01013,ROLCOEN,Capital Goods,Industrial Products,Other Industrial Products
INE568F01017,SNL,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE058D01030,JAIPAN,Consumer Durables,Consumer Durables,Household Appliances
INE545L01039,MANCREDIT,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE391D01019,TRF,Capital Goods,Industrial Manufacturing,Industrial Products
INE765D01022,WPIL,Capital Goods,Industrial Manufacturing,Industrial Products
INE717A01029,KENNAMET,Capital Goods,Industrial Manufacturing,Industrial Products
INE724D01011,HINDHARD,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE440G01017,TRITONV,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE618D01015,SUDAI,Metals & Mining,Non - Ferrous Metals,Aluminium
INE603A01013,PRAKASH,Metals & Mining,Ferrous Metals,Iron & Steel
INE219D01012,HVL,Capital Goods,Industrial Products,Iron & Steel Products
INE821R01015,ZPRBHSTE,Capital Goods,Industrial Products,Iron & Steel Products
INE968D01022,ARSHIYA,Services,Transport Services,Logistics Solution Provider
INE536A01023,GRINDWELL,Capital Goods,Industrial Products,Abrasives & Bearings
INE651C01018,LAKPRE,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE441L01015,STANROS,Financial Services,Finance,Investment Company
INE727B01026,GENESYS,Information Technology,IT - Services,IT Enabled Services
INE07I701011,ALNATRD,Services,Commercial Services & Supplies,Trading & Distributors
INE820M01018,VOLKAI,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INE383L01019,PARNAXLAB,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE512D01028,GOURMET,Consumer Services,Leisure Services,Restaurants
INE370E01029,VIVIDHA,Textiles,Textiles & Apparels,Garments & Apparels
INE073I01012,ISHWATR,Financial Services,Finance,Non Banking Financial Company (NBFC)
INE122V01010,TERRAFORM,Financial Services,Finance,Other Financial Services
INE070K01014,APIS,Fast Moving Consumer Goods,Food Products,Other Food Products
INE092P01017,VELOX,Services,Commercial Services & Supplies,Trading & Distributors
INE668L01013,EMERGENT,Metals & Mining,Metals & Minerals Trading,Trading - Metals
INE879E01037,KANANIIND,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
INE403B01016,GSLTD,Fast Moving Consumer Goods,Food Products,Packaged Foods
INE978L01016,ZSARVAMA,Services,Commercial Services & Supplies,Diversified Commercial Services
INE643K01018,ARIHANTSUP,Realty,Realty,"Residential, Commercial Projects"
INE965V01020,VIKSHEN,Services,Commercial Services & Supplies,Trading & Distributors
INE416D01022,BLISSGVS,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE189B01011,STYRENIX,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE426A01027,ALEMBICLTD,Realty,Realty,"Residential, Commercial Projects"
INE275D01022,AMNPLST,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
INE489G01022,ANUHPHR,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE737D01021,MODISONLTD,Capital Goods,Electrical Equipment,Other Electrical Equipment
INE462A01022,BAYERCROP,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE320M01019,STARSOURCE,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE492A01029,SUDARCOLOR,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
INE169A01031,COROMANDEL,Chemicals,Fertilizers & Agrochemicals,Fertilizers
INE288B01029,DEEPAKNTR,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE505A01010,DMCC,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE225B01021,FERMENTA,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE077F01035,GOCLCORP,Chemicals,Chemicals & Petrochemicals,Explosives
INE693E01016,JAYCH,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
INE138C01024,KANORICHEM,Capital Goods,Industrial Manufacturing,Industrial Products
INE881E01017,KELENRG,Chemicals,Chemicals & Petrochemicals,Explosives
INE060E01018,KEMP,Services,Commercial Services & Supplies,Diversified Commercial Services
INE265B01019,NITTAGELA,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE468C01017,MPAGI,Chemicals,Fertilizers & Agrochemicals,Fertilizers
INE321D01016,AGVENTURES,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
INE615W01011,PBGLOBAL,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE602A01031,PCBL,Chemicals,Chemicals & Petrochemicals,Carbon Black
INE841D01013,AMAL,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE752B01024,POLYCHEM,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
INE277B01014,PUNJABCHEM,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
INE218N01021,ZR2,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
INE888C01040,SADHNANIQ,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
INE659A01023,SUDARSCHEM,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
INE014B01011,TECILCHEM,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
INE405A01021,ULTRAMAR,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
INE687A01016,TRANSPEK,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
INE351A01035,UNICHEMLAB,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE741A01011,MYSORPETRO,Chemicals,Chemicals & Petrochemicals,Trading - Chemicals
INE150B01039,ALKYLAMINE,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
INE400A01014,TUTIALKA,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
INE203A01020,ASTRAZEN,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
INE607A01022,PRIMO,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
